container,mem_mb,cpu_pct,sample
xcommerce-catalog-service,387.1,12.84,6
xcommerce-notification-service,342.0,1.50,6
xcommerce-cart-service,366.0,0.13,6
xcommerce-grafana,257.8,0.67,6
xcommerce-kafka,408.1,2.54,6
xcommerce-db-identity,41.8,0.00,6
xcommerce-db-cart,43.9,0.00,6
xcommerce-db-inventory,44.3,0.00,6
xcommerce-db-notification,42.7,0.00,6
xcommerce-db-catalog,48.4,4.88,6
xcommerce-db-orders,45.4,0.00,6
xcommerce-prometheus,75.8,1.00,6
xcommerce-jaeger,1.1,0.66,6
xcommerce-zookeeper,117.0,0.16,6
xcommerce-gateway,424.6,25.57,7
xcommerce-kafdrop,366.0,0.10,7
xcommerce-order-service,400.9,0.78,7
xcommerce-identity-service,357.0,0.10,7
xcommerce-inventory-service,371.4,0.54,7
xcommerce-catalog-service,387.1,11.77,7
xcommerce-notification-service,342.1,0.50,7
xcommerce-cart-service,366.2,0.56,7
xcommerce-grafana,257.8,0.57,7
xcommerce-kafka,408.2,1.12,7
xcommerce-db-identity,41.8,1.70,7
xcommerce-db-cart,43.9,1.80,7
xcommerce-db-inventory,44.3,1.68,7
xcommerce-db-notification,42.7,1.64,7
xcommerce-db-catalog,48.3,6.29,7
xcommerce-db-orders,45.4,1.90,7
xcommerce-prometheus,75.9,0.07,7
xcommerce-jaeger,1.2,0.56,7
xcommerce-zookeeper,117.0,0.12,7
xcommerce-gateway,424.6,20.42,8
xcommerce-kafdrop,366.0,0.12,8
xcommerce-order-service,400.9,0.56,8
xcommerce-identity-service,357.1,0.12,8
xcommerce-inventory-service,371.4,0.74,8
xcommerce-catalog-service,387.1,17.04,8
xcommerce-notification-service,342.2,2.09,8
xcommerce-cart-service,366.2,0.12,8
xcommerce-grafana,257.8,0.74,8
xcommerce-kafka,408.2,2.02,8
xcommerce-db-identity,41.8,0.00,8
xcommerce-db-cart,43.9,0.00,8
xcommerce-db-inventory,44.3,0.00,8
xcommerce-db-notification,42.7,0.00,8
xcommerce-db-catalog,48.3,5.42,8
xcommerce-db-orders,45.4,0.01,8
xcommerce-prometheus,76.0,0.45,8
xcommerce-jaeger,1.2,0.64,8
xcommerce-zookeeper,117.0,0.18,8
xcommerce-gateway,424.6,0.20,9
xcommerce-kafdrop,366.0,0.12,9
xcommerce-order-service,400.9,1.23,9
xcommerce-identity-service,357.2,3.76,9
xcommerce-inventory-service,371.5,2.13,9
xcommerce-catalog-service,387.1,0.18,9
xcommerce-notification-service,342.3,3.62,9
xcommerce-cart-service,366.4,0.96,9
xcommerce-grafana,257.8,0.66,9
xcommerce-kafka,408.2,1.15,9
xcommerce-db-identity,41.8,0.02,9
xcommerce-db-cart,43.9,0.00,9
xcommerce-db-inventory,44.3,0.01,9
xcommerce-db-notification,42.7,0.00,9
xcommerce-db-catalog,48.3,0.00,9
xcommerce-db-orders,45.4,0.00,9
xcommerce-prometheus,76.0,0.21,9
xcommerce-jaeger,1.3,0.33,9
xcommerce-zookeeper,117.0,0.17,9
xcommerce-gateway,424.6,1.94,10
xcommerce-kafdrop,366.0,0.11,10
xcommerce-order-service,401.1,1.98,10
xcommerce-identity-service,357.2,1.66,10
xcommerce-inventory-service,371.5,1.98,10
xcommerce-catalog-service,387.1,2.38,10
xcommerce-notification-service,342.6,4.02,10
xcommerce-cart-service,366.4,1.13,10
xcommerce-grafana,257.8,0.73,10
xcommerce-kafka,408.2,1.31,10
xcommerce-db-identity,41.8,0.01,10
xcommerce-db-cart,43.9,0.01,10
xcommerce-db-inventory,44.3,0.02,10
xcommerce-db-notification,42.7,0.01,10
xcommerce-db-catalog,48.3,0.01,10
xcommerce-db-orders,45.4,0.01,10
xcommerce-prometheus,76.0,0.46,10
xcommerce-jaeger,1.3,0.02,10
xcommerce-zookeeper,117.0,0.16,10
xcommerce-gateway,424.6,0.05,11
xcommerce-kafdrop,366.0,0.11,11
xcommerce-order-service,401.6,0.81,11
xcommerce-identity-service,357.3,0.83,11
xcommerce-inventory-service,371.6,2.02,11
xcommerce-catalog-service,387.1,0.23,11
xcommerce-notification-service,342.5,0.61,11
xcommerce-cart-service,367.1,0.93,11
xcommerce-grafana,257.8,0.61,11
xcommerce-kafka,408.2,1.06,11
xcommerce-db-identity,41.8,0.01,11
xcommerce-db-cart,43.9,0.00,11
xcommerce-db-inventory,44.3,0.00,11
xcommerce-db-notification,42.7,0.00,11
xcommerce-db-catalog,48.3,0.00,11
xcommerce-db-orders,45.4,0.00,11
xcommerce-prometheus,76.0,0.27,11
xcommerce-jaeger,1.3,0.34,11
xcommerce-zookeeper,117.0,0.19,11
xcommerce-gateway,432.2,65.15,12
xcommerce-kafdrop,366.0,0.06,12
xcommerce-order-service,410.5,111.96,12
xcommerce-identity-service,357.8,10.92,12
xcommerce-inventory-service,380.5,67.65,12
xcommerce-catalog-service,387.4,28.53,12
xcommerce-notification-service,342.8,3.14,12
xcommerce-cart-service,377.1,89.26,12
xcommerce-grafana,257.8,0.33,12
xcommerce-kafka,414.6,39.95,12
xcommerce-db-identity,41.8,0.01,12
xcommerce-db-cart,47.8,4.84,12
xcommerce-db-inventory,44.4,1.44,12
xcommerce-db-notification,42.7,0.00,12
xcommerce-db-catalog,49.9,1.70,12
xcommerce-db-orders,50.6,4.62,12
xcommerce-prometheus,76.0,0.15,12
xcommerce-jaeger,1.3,0.20,12
xcommerce-zookeeper,117.0,0.10,12
xcommerce-gateway,425.6,21.71,13
xcommerce-kafdrop,366.0,0.08,13
xcommerce-order-service,421.5,52.43,13
xcommerce-identity-service,357.9,0.08,13
xcommerce-inventory-service,385.9,14.42,13
xcommerce-catalog-service,388.7,7.15,13
xcommerce-notification-service,343.6,3.04,13
xcommerce-cart-service,384.4,50.93,13
xcommerce-grafana,257.8,0.53,13
xcommerce-kafka,418.6,11.85,13
xcommerce-db-identity,41.8,0.00,13
xcommerce-db-cart,48.5,2.52,13
xcommerce-db-inventory,44.3,1.23,13
xcommerce-db-notification,42.7,0.00,13
xcommerce-db-catalog,50.3,0.88,13
xcommerce-db-orders,52.3,2.36,13
xcommerce-prometheus,76.0,0.18,13
xcommerce-jaeger,1.3,0.73,13
xcommerce-zookeeper,117.0,0.11,13
xcommerce-gateway,425.7,19.79,14
xcommerce-kafdrop,366.0,0.10,14
xcommerce-order-service,428.3,38.84,14
xcommerce-identity-service,358.1,0.34,14
xcommerce-inventory-service,389.9,12.05,14
xcommerce-catalog-service,387.6,9.11,14
xcommerce-notification-service,344.2,2.94,14
xcommerce-cart-service,391.3,43.35,14
xcommerce-grafana,257.8,0.72,14
xcommerce-kafka,420.0,11.42,14
xcommerce-db-identity,41.8,0.00,14
xcommerce-db-cart,49.0,2.28,14
xcommerce-db-inventory,44.4,1.15,14
xcommerce-db-notification,42.7,0.01,14
xcommerce-db-catalog,50.3,0.83,14
xcommerce-db-orders,52.3,2.36,14
xcommerce-prometheus,76.0,0.06,14
xcommerce-jaeger,1.4,0.80,14
xcommerce-zookeeper,117.1,0.10,14
xcommerce-gateway,425.8,13.68,15
xcommerce-kafdrop,366.0,0.09,15
xcommerce-order-service,430.0,27.04,15
xcommerce-identity-service,358.2,0.11,15
xcommerce-inventory-service,391.8,7.46,15
xcommerce-catalog-service,387.6,10.65,15
xcommerce-notification-service,344.7,2.96,15
xcommerce-cart-service,396.1,32.90,15
xcommerce-grafana,257.8,0.72,15
xcommerce-kafka,422.7,5.04,15
xcommerce-db-identity,41.8,0.00,15
xcommerce-db-cart,49.0,2.67,15
xcommerce-db-inventory,44.4,0.90,15
xcommerce-db-notification,42.7,0.00,15
xcommerce-db-catalog,50.3,0.80,15
xcommerce-db-orders,52.5,2.12,15
xcommerce-prometheus,76.0,0.37,15
xcommerce-jaeger,1.4,0.82,15
xcommerce-zookeeper,116.5,0.12,15
xcommerce-gateway,425.7,18.36,16
xcommerce-kafdrop,366.0,0.09,16
xcommerce-order-service,432.0,17.72,16
xcommerce-identity-service,358.2,0.09,16
xcommerce-inventory-service,393.4,4.77,16
xcommerce-catalog-service,387.6,3.09,16
xcommerce-notification-service,344.8,1.50,16
xcommerce-cart-service,398.8,24.37,16
xcommerce-grafana,257.8,0.58,16
xcommerce-kafka,425.0,2.65,16
xcommerce-db-identity,41.8,0.00,16
xcommerce-db-cart,49.4,2.83,16
xcommerce-db-inventory,44.5,0.20,16
xcommerce-db-notification,42.7,0.00,16
xcommerce-db-catalog,50.3,0.86,16
xcommerce-db-orders,53.4,1.90,16
xcommerce-prometheus,76.0,0.36,16
xcommerce-jaeger,1.5,0.53,16
xcommerce-zookeeper,116.5,0.15,16
xcommerce-gateway,425.9,6.94,17
xcommerce-kafdrop,366.0,0.09,17
xcommerce-order-service,433.9,8.22,17
xcommerce-identity-service,358.2,2.05,17
xcommerce-inventory-service,395.0,5.59,17
xcommerce-catalog-service,387.7,4.02,17
xcommerce-notification-service,344.9,3.79,17
xcommerce-cart-service,399.4,14.28,17
xcommerce-grafana,257.8,0.49,17
xcommerce-kafka,425.0,3.25,17
xcommerce-db-identity,41.8,0.03,17
xcommerce-db-cart,49.1,1.64,17
xcommerce-db-inventory,44.5,0.21,17
xcommerce-db-notification,42.7,0.02,17
xcommerce-db-catalog,50.3,0.44,17
xcommerce-db-orders,53.5,1.78,17
xcommerce-prometheus,76.0,0.69,17
xcommerce-jaeger,1.5,0.55,17
xcommerce-zookeeper,117.1,0.37,17
xcommerce-gateway,425.7,14.28,18
xcommerce-kafdrop,366.0,0.08,18
xcommerce-order-service,435.1,16.45,18
xcommerce-identity-service,358.3,0.09,18
xcommerce-inventory-service,396.8,9.26,18
xcommerce-catalog-service,387.9,3.26,18
xcommerce-notification-service,343.1,2.31,18
xcommerce-cart-service,400.3,24.96,18
xcommerce-grafana,257.8,0.48,18
xcommerce-kafka,425.0,3.06,18
xcommerce-db-identity,41.8,0.00,18
xcommerce-db-cart,49.1,2.50,18
xcommerce-db-inventory,44.5,0.13,18
xcommerce-db-notification,42.7,0.00,18
xcommerce-db-catalog,50.3,0.77,18
xcommerce-db-orders,54.1,1.71,18
xcommerce-prometheus,76.0,0.15,18
xcommerce-jaeger,1.5,1.04,18
xcommerce-zookeeper,117.1,0.12,18
xcommerce-gateway,425.7,23.88,19
xcommerce-kafdrop,366.0,0.08,19
xcommerce-order-service,435.5,13.31,19
xcommerce-identity-service,358.4,0.71,19
xcommerce-inventory-service,397.1,2.92,19
xcommerce-catalog-service,387.8,4.39,19
xcommerce-notification-service,343.2,0.27,19
xcommerce-cart-service,402.8,29.44,19
xcommerce-grafana,257.8,0.44,19
xcommerce-kafka,427.8,3.38,19
xcommerce-db-identity,41.8,0.00,19
xcommerce-db-cart,49.1,2.91,19
xcommerce-db-inventory,44.5,0.33,19
xcommerce-db-notification,42.7,0.00,19
xcommerce-db-catalog,50.3,0.87,19
xcommerce-db-orders,54.3,1.78,19
xcommerce-prometheus,76.0,0.14,19
xcommerce-jaeger,1.5,0.82,19
xcommerce-zookeeper,117.1,0.15,19
xcommerce-gateway,425.7,9.45,20
xcommerce-kafdrop,366.0,0.08,20
xcommerce-order-service,436.5,30.21,20
xcommerce-identity-service,358.4,0.11,20
xcommerce-inventory-service,399.0,30.16,20
xcommerce-catalog-service,388.0,3.78,20
xcommerce-notification-service,343.2,0.29,20
xcommerce-cart-service,402.2,12.53,20
xcommerce-grafana,257.8,1.31,20
xcommerce-kafka,427.9,9.61,20
xcommerce-db-identity,41.8,0.00,20
xcommerce-db-cart,49.2,2.12,20
xcommerce-db-inventory,44.5,1.48,20
xcommerce-db-notification,42.7,0.00,20
xcommerce-db-catalog,50.3,0.85,20
xcommerce-db-orders,54.5,3.48,20
xcommerce-prometheus,79.1,0.07,20
xcommerce-jaeger,1.5,0.31,20
xcommerce-zookeeper,117.1,0.10,20
xcommerce-gateway,425.7,5.72,21
xcommerce-kafdrop,366.0,0.07,21
xcommerce-order-service,437.1,24.90,21
xcommerce-identity-service,358.6,0.21,21
xcommerce-inventory-service,398.9,24.19,21
xcommerce-catalog-service,387.9,7.30,21
xcommerce-notification-service,343.3,0.39,21
xcommerce-cart-service,402.8,10.84,21
xcommerce-grafana,257.8,0.43,21
xcommerce-kafka,434.0,7.87,21
xcommerce-db-identity,41.8,0.21,21
xcommerce-db-cart,49.2,2.23,21
xcommerce-db-inventory,44.5,1.88,21
xcommerce-db-notification,42.7,0.21,21
xcommerce-db-catalog,50.3,1.07,21
xcommerce-db-orders,54.5,3.55,21
xcommerce-prometheus,79.2,0.05,21
xcommerce-jaeger,1.5,0.48,21
xcommerce-zookeeper,117.1,0.08,21
xcommerce-gateway,425.7,6.07,22
xcommerce-kafdrop,366.0,0.06,22
xcommerce-order-service,438.6,20.77,22
xcommerce-identity-service,358.6,0.08,22
xcommerce-inventory-service,404.0,25.54,22
xcommerce-catalog-service,388.0,2.75,22
xcommerce-notification-service,343.4,1.57,22
xcommerce-cart-service,408.6,23.66,22
xcommerce-grafana,257.8,0.33,22
xcommerce-kafka,438.6,12.37,22
xcommerce-db-identity,41.8,0.00,22
xcommerce-db-cart,49.2,1.87,22
xcommerce-db-inventory,44.5,1.43,22
xcommerce-db-notification,42.7,0.00,22
xcommerce-db-catalog,50.3,0.68,22
xcommerce-db-orders,54.6,3.32,22
xcommerce-prometheus,79.2,0.14,22
xcommerce-jaeger,1.5,0.55,22
xcommerce-zookeeper,117.1,0.10,22
xcommerce-gateway,425.6,7.79,23
xcommerce-kafdrop,366.0,0.06,23
xcommerce-order-service,438.9,18.79,23
xcommerce-identity-service,358.6,0.33,23
xcommerce-inventory-service,400.4,54.88,23
xcommerce-catalog-service,387.9,2.24,23
xcommerce-notification-service,343.6,0.40,23
xcommerce-cart-service,405.5,27.67,23
xcommerce-grafana,257.8,0.28,23
xcommerce-kafka,438.9,17.33,23
xcommerce-db-identity,41.8,0.00,23
xcommerce-db-cart,49.2,1.94,23
xcommerce-db-inventory,44.5,1.46,23
xcommerce-db-notification,42.7,0.00,23
xcommerce-db-catalog,50.3,0.69,23
xcommerce-db-orders,54.6,3.32,23
xcommerce-prometheus,79.2,0.17,23
xcommerce-jaeger,1.5,0.52,23
xcommerce-zookeeper,117.1,0.15,23
xcommerce-gateway,425.6,6.49,24
xcommerce-kafdrop,366.0,0.08,24
xcommerce-order-service,439.1,15.85,24
xcommerce-identity-service,358.8,0.08,24
xcommerce-inventory-service,400.3,16.56,24
xcommerce-catalog-service,387.9,2.60,24
xcommerce-notification-service,343.6,0.41,24
xcommerce-cart-service,406.0,10.07,24
xcommerce-grafana,257.8,0.43,24
xcommerce-kafka,450.2,9.40,24
xcommerce-db-identity,41.8,1.23,24
xcommerce-db-cart,49.3,3.53,24
xcommerce-db-inventory,44.6,3.23,24
xcommerce-db-notification,42.7,1.29,24
xcommerce-db-catalog,50.3,1.93,24
xcommerce-db-orders,54.8,5.87,24
xcommerce-prometheus,79.2,0.00,24
xcommerce-jaeger,1.5,0.95,24
xcommerce-zookeeper,117.1,0.10,24
